training_datetime,dayname,month,year,nickname,employee_names,company,trainer,short_type,bgn_per_hour,concat_emp_company,total_per_emp,trainings_left,returns_or_not,flags,phone,pvt_email,work_email,scheduled_date,type,emp_names_input,is_valid
15-Mar-2023 16:30:00,Wednesday,March,2023,ZANOGMNO,Zaharinka Mnogoznaeva,SWIFT SYSTEMS,Цветелина Петрова,На живо,50.0,ZANOGMNO|SWIFT SYSTEMS,24,,more then one session,,888102255,zaxarinka.mnogoznaeva@yahoo.com,z.mnogoznaeva@swift.systems.com,10-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Захаринка|Многознаева|,1.0
15-Mar-2023 18:00:00,Wednesday,March,2023,LEAPUEKO,Leko Sapundzhieva,VISION,Димитър Петров,На живо,40.0,LEAPUEKO|VISION,3,,more then one session,,895231211,leko.sapundzhieva@gmail.com,leko.sapundzhieva@gmail.com,27-Feb-2023,VISION: Тренинг за лидери на живо | Leadership training in person,|Леко|Сапунджиева|,1.0
15-Mar-2023 18:30:00,Wednesday,March,2023,ANONTMON,Antoalina Montyanov,SUNRISECORP,София Димитрова,Онлайн,40.0,ANONTMON|SUNRISECORP,4,,more then one session,,882230828,antoalina.montyanov@gmail.com,a.montyanov@sunrisecorp.com,10-Mar-2023,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,|Антоалина|Монтянов|,1.0
16-Mar-2023 08:45:00,Thursday,March,2023,JAODGHOD,Jaiden Hodge,WISEWAY,Радослав Иванов,На живо,50.0,JAODGHOD|WISEWAY,5,,more then one session,,881112112,jaiden.hodge@yahoo.co.uk,j.hodge@wiseway.com,13-Mar-2023,WiseWay: Тренинг за лидери на живо | Leadership training in person,|Jaiden|Hodge|,1.0
16-Mar-2023 09:00:00,Thursday,March,2023,YAAKRAVO,Yavora Vakrilov,SWIFT SYSTEMS,Веселин Стефанов,На живо,50.0,YAAKRAVO|SWIFT SYSTEMS,18,,more then one session,"2,",888510102,yavora.vakrilov@abv.bg,,07-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Явора|Вакрилов|,1.0
16-Mar-2023 10:30:00,Thursday,March,2023,HRABRRIS,Hriso Gabrovlieva,SWIFT SYSTEMS,Веселин Стефанов,На живо,50.0,HRABRRIS|SWIFT SYSTEMS,15,,more then one session,"2,",889532182,xriso.gabrovlieva@mail.bg,,09-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Хрисо|Габровлиева|,1.0
16-Mar-2023 13:00:00,Thursday,March,2023,HERUSKRU,Hektor Krushovska,SWIFT SYSTEMS,Цветелина Петрова,На живо,50.0,HERUSKRU|SWIFT SYSTEMS,26,,more then one session,,883528082,xektor.krushovska@mail.bg,x.krushovska@swift.systems.com,03-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Хектор|Крушовска|,1.0
16-Mar-2023 15:00:00,Thursday,March,2023,CHRIVHOR,Chora Krivoshapkova,SWIFT SYSTEMS,Виктория Христова,На живо,50.0,CHRIVHOR|SWIFT SYSTEMS,17,,more then one session,"2,",893552253,chora.krivoshapkova@gmail.com,,09-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Чора|Кривошапкова|,1.0
16-Mar-2023 16:00:00,Thursday,March,2023,GEARAPAR,Georgi Parashkevov,SWIFT SYSTEMS,Димитър Георгиев,Онлайн,50.0,GEARAPAR|SWIFT SYSTEMS,47,,more then one session,,888811192,georgi.parashkevov@mail.bg,g.parashkevov@swift.systems.com,13-Mar-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Георги|Парашкевов|,1.0
16-Mar-2023 17:00:00,Thursday,March,2023,ANIRAMIR,Angela Miranda,SWIFT SYSTEMS,Жана Иванова,На живо,50.0,ANIRAMIR|SWIFT SYSTEMS,40,,more then one session,,885521133,angela.miranda@yahoo.co.uk,a.miranda@swift.systems.com,02-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Angela|Miranda|,1.0
16-Mar-2023 17:00:00,Thursday,March,2023,ARRADGRA,Arsena Gradinarova,SWIFT SYSTEMS,Калина Петрова,Онлайн,50.0,ARRADGRA|SWIFT SYSTEMS,6,,more then one session,,892313110,arsena.gradinarova@yahoo.com,a.gradinarova@swift.systems.com,09-Mar-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Арсена|Градинарова|,1.0
16-Mar-2023 17:00:00,Thursday,March,2023,ZVIMOLIM,Zvezdislav Limonadov,MODERNTECH,Димитър Петров,На живо,40.0,ZVIMOLIM|MODERNTECH,15,,more then one session,,883328221,zvezdislav.limonadov@mail.bg,z.limonadov@moderntech.com,10-Mar-2023,ModernTech: Тренинг за лидери на живо | Leadership training in person,|Звездислав|Лимонадов|,1.0
16-Mar-2023 17:30:00,Thursday,March,2023,YAYORKAO,Yasen Kyorov,NOVEX,Михаил Димитров,На живо,50.0,YAYORKAO|NOVEX,12,0.0,more then one session,"9,",359882121321,yasen.kaorov@abv.bg,y.kaorov@novex.com,14-Mar-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Ясен|Кьоров|,1.0
16-Mar-2023 18:00:00,Thursday,March,2023,DEATAKAT,Dea Katarova,SUNRISECORP,Калина Петрова,На живо,40.0,DEATAKAT|SUNRISECORP,2,,more then one session,,359819335218,dea.katarova@gmail.com,d.katarova@sunrisecorp.com,28-Feb-2023,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,|Деа|Катърова|,1.0
16-Mar-2023 18:00:00,Thursday,March,2023,BOENDOZH,Bozhinel Pendzhakova,ОНЛАЙН КОУЧИНГ,Теодора Йорданова,Онлайн,0.0,BOENDOZH|ОНЛАЙН КОУЧИНГ,6,,more then one session,"2,",,bozhinel.pendzhakova@abv.bg,,09-Mar-2023,Онлайн коучинг,|Божинел|Пенджакова|,0.0
16-Mar-2023 19:00:00,Thursday,March,2023,ISELLSLA,Isla Bell,WISEWAY,Теодора Йорданова,На живо,50.0,ISELLSLA|WISEWAY,5,,more then one session,"2,",892301913,isla.bell@yahoo.co.uk,,26-Jan-2023,WiseWay: Тренинг за лидери на живо | Leadership training in person,|Isla|Bell|,1.0
17-Mar-2023 13:00:00,Friday,March,2023,AGOLIKOL,Aglay Kolichkov,NOVEX,Веселин Стефанов,На живо,50.0,AGOLIKOL|NOVEX,9,3.0,more then one session,,898201220,aglaj.kolichkov@mail.bg,a.kolichkov@novex.com,24-Feb-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Аглай|Количков|,1.0
17-Mar-2023 13:00:00,Friday,March,2023,TIURNBUR,Titus Burnett,WISEWAY,Любомира Иванова,На живо,50.0,TIURNBUR|WISEWAY,3,,more then one session,,882031320,titus.burnett@yahoo.co.uk,t.burnett@wiseway.com,14-Mar-2023,WiseWay: Тренинг за лидери на живо | Leadership training in person,|Titus|Burnett|,1.0
17-Mar-2023 13:00:00,Friday,March,2023,VEODUESA,Vesa Bodurov,WISEWAY,Стефан Митев,Онлайн,50.0,VEODUESA|WISEWAY,7,,more then one session,,888851103,vesa.bodurov@mail.bg,vesa.bodurov@mail.bg,15-Mar-2023,WiseWay: Онлайн коучинг сесия | Online coaching session,|Веса|Бодуров|,1.0
19-Mar-2023 13:00:00,Sunday,March,2023,AYESAMES,Aydemir Mesarov,NOVEX,Камен Георгиев,На живо,50.0,AYESAMES|NOVEX,9,3.0,more then one session,,882200011,ajdemir.mesarov@mail.bg,a.mesarov@novex.com,06-Mar-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Айдемир|Месаров|,1.0
19-Mar-2023 14:00:00,Sunday,March,2023,INHOKCHO,Incho Chokaltov,ZETRON,Камен Георгиев,На живо,50.0,INHOKCHO|ZETRON,2,,more then one session,,889331222,incho.chokaltov@yahoo.com,i.chokaltov@zetron.com,17-Mar-2023,Zetron: Тренинг за лидери на живо | Leadership training in person,|Инчо|Чокълтов|,1.0
20-Mar-2023 11:00:00,Monday,March,2023,AMOODHOO,Amirah Hood,MODERNTECH,Калина Петрова,На живо,40.0,AMOODHOO|MODERNTECH,4,,more then one session,,818523212,amirah.hood@yandex.ru,a.hood@moderntech.com,17-Mar-2023,ModernTech: Тренинг за лидери на живо | Leadership training in person,|Amirah|Hood|,1.0
20-Mar-2023 14:00:00,Monday,March,2023,TIURNBUR,Titus Burnett,WISEWAY,Любомира Иванова,Онлайн,50.0,TIURNBUR|WISEWAY,3,,more then one session,,882031320,titus.burnett@yahoo.co.uk,t.burnett@wiseway.com,17-Mar-2023,WiseWay: Онлайн тренинг за лидери | Online leadership training,|Titus|Burnett|,1.0
20-Mar-2023 18:00:00,Monday,March,2023,NAARDHAR,Nash Harding,MODERNTECH,Калина Петрова,На живо,40.0,NAARDHAR|MODERNTECH,23,,more then one session,,359818132229,nash.harding@msn.com,n.harding@moderntech.com,14-Mar-2023,ModernTech: Тренинг за лидери на живо | Leadership training in person,|Nash|Harding|,1.0
21-Mar-2023 18:00:00,Tuesday,March,2023,PEELEEJO,Peyolina Belezhkova,SWIFT SYSTEMS,София Димитрова,Онлайн,50.0,PEELEEJO|SWIFT SYSTEMS,10,,more then one session,,883353102,pejolina.belezhkova@abv.bg,pejolina.belezhkova@abv.bg,13-Mar-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Пейолина|Бележкова|,1.0
21-Mar-2023 19:00:00,Tuesday,March,2023,DUANOZAN,Duda Zanov,NOVEX,София Димитрова,Онлайн,50.0,DUANOZAN|NOVEX,7,5.0,more then one session,,895902832,duda.zanov@mail.bg,d.zanov@novex.com,20-Mar-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Дуда|Занов|,1.0
22-Mar-2023 13:30:00,Wednesday,March,2023,AGSHLASH,Agustin Ashley,SUNRISECORP,Валентинка Петкова,На живо,40.0,AGSHLASH|SUNRISECORP,5,,more then one session,,889332922,agustin.ashley@yahoo.co.uk,a.ashley@sunrisecorp.com,15-Mar-2023,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,|Agustin|Ashley|,1.0
22-Mar-2023 16:00:00,Wednesday,March,2023,AVURTKUR,Avksentiy Kurtazhova,NOVEX,Валентинка Петкова,На живо,50.0,AVURTKUR|NOVEX,4,8.0,more then one session,,895129282,avksentij.kurtazhova@gmail.com,a.kurtazhova@novex.com,20-Mar-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Авксентий|Куртажова|,1.0
22-Mar-2023 18:00:00,Wednesday,March,2023,KEOKODOK,Keti Dokova,MODERNTECH,София Димитрова,Онлайн,40.0,KEOKODOK|MODERNTECH,7,,more then one session,,893122212,keti.dokova@abv.bg,k.dokova@moderntech.com,21-Mar-2023,ModernTech: Онлайн тренинг за лидери | Online leadership training,|Кети|Докова|,1.0
23-Mar-2023 08:30:00,Thursday,March,2023,JAODGHOD,Jaiden Hodge,WISEWAY,Радослав Иванов,На живо,50.0,JAODGHOD|WISEWAY,5,,more then one session,,881112112,jaiden.hodge@yahoo.co.uk,j.hodge@wiseway.com,16-Mar-2023,WiseWay: Тренинг за лидери на живо | Leadership training in person,|Jaiden|Hodge|,1.0
23-Mar-2023 11:30:00,Thursday,March,2023,VIEVEPEV,Viktoriya Pevetsova,NOVEX,Димитър Георгиев,На живо,50.0,VIEVEPEV|NOVEX,15,-3.0,more then one session,"9,",898291921,viktoriya.pevecova@mail.bg,v.pevecova@novex.com,21-Mar-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Виктория|Певецова|,1.0
23-Mar-2023 12:00:00,Thursday,March,2023,YAAKRAVO,Yavora Vakrilov,SWIFT SYSTEMS,Веселин Стефанов,На живо,50.0,YAAKRAVO|SWIFT SYSTEMS,18,,more then one session,"2,",888510102,yavora.vakrilov@abv.bg,,16-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Явора|Вакрилов|,1.0
23-Mar-2023 15:30:00,Thursday,March,2023,CHRIVHOR,Chora Krivoshapkova,SWIFT SYSTEMS,Виктория Христова,На живо,50.0,CHRIVHOR|SWIFT SYSTEMS,17,,more then one session,"2,",893552253,chora.krivoshapkova@gmail.com,,16-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Чора|Кривошапкова|,1.0
23-Mar-2023 16:00:00,Thursday,March,2023,GEARAPAR,Georgi Parashkevov,SWIFT SYSTEMS,Димитър Георгиев,Онлайн,50.0,GEARAPAR|SWIFT SYSTEMS,47,,more then one session,,888811192,georgi.parashkevov@mail.bg,g.parashkevov@swift.systems.com,16-Mar-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Георги|Парашкевов|,1.0
23-Mar-2023 16:00:00,Thursday,March,2023,BOENDOZH,Bozhinel Pendzhakova,ОНЛАЙН КОУЧИНГ,Теодора Йорданова,Онлайн,0.0,BOENDOZH|ОНЛАЙН КОУЧИНГ,6,,more then one session,"2,",,bozhinel.pendzhakova@abv.bg,,16-Mar-2023,Онлайн коучинг,|Божинел|Пенджакова|,0.0
23-Mar-2023 16:00:00,Thursday,March,2023,AVURTKUR,Avksentiy Kurtazhova,NOVEX,Валентинка Петкова,На живо,50.0,AVURTKUR|NOVEX,4,8.0,more then one session,,895129282,avksentij.kurtazhova@gmail.com,a.kurtazhova@novex.com,20-Mar-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Авксентий|Куртажова|,1.0
23-Mar-2023 18:00:00,Thursday,March,2023,MAATYTAT,Margit Tatyozov,AGILE IDEAS,Калина Петрова,Онлайн,55.0,MAATYTAT|AGILE IDEAS,2,,more then one session,,885029822,margit.tataozov@mail.bg,m.tataozov@agile.ideas.com,11-Mar-2023,Agile Ideas: Онлайн тренинг за лидери | Online leadership training,|Маргит|Татьозов|,1.0
24-Mar-2023 12:00:00,Friday,March,2023,MIATEPAT,Mimoza Patechkova,NOVEX,Веселин Стефанов,Онлайн,50.0,MIATEPAT|NOVEX,37,-25.0,more then one session,"9,",883323212,mimoza.patechkova@gmail.com,m.patechkova@novex.com,16-Mar-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Мимоза|Пътечкова|,1.0
24-Mar-2023 13:00:00,Friday,March,2023,VEODUESA,Vesa Bodurov,WISEWAY,Стефан Митев,Онлайн,50.0,VEODUESA|WISEWAY,7,,more then one session,"2,",888851103,vesa.bodurov@mail.bg,,21-Mar-2023,WiseWay: Онлайн коучинг сесия | Online coaching session,|Веса|Бодуров|,1.0
24-Mar-2023 14:00:00,Friday,March,2023,FITOYSTO,Fikiya Stoykov,MODERNTECH,Красимир Николов,На живо,40.0,FITOYSTO|MODERNTECH,1,,only one session,,898229229,fikiya.stojkov@mail.bg,f.stojkov@moderntech.com,20-Mar-2023,ModernTech: Тренинг за лидери на живо | Leadership training in person,|Фикия|Стойков|,1.0
24-Mar-2023 14:00:00,Friday,March,2023,FULANSLA,Fuga Slaninkova,NOVEX,Калина Петрова,Онлайн,50.0,FULANSLA|NOVEX,11,1.0,more then one session,"9,",883312022,fuga.slaninkova@abv.bg,f.slaninkova@novex.com,23-Mar-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Фуга|Сланинкова|,1.0
24-Mar-2023 18:00:00,Friday,March,2023,ARRADGRA,Arsena Gradinarova,SWIFT SYSTEMS,Калина Петрова,Онлайн,50.0,ARRADGRA|SWIFT SYSTEMS,6,,more then one session,,892313110,arsena.gradinarova@yahoo.com,a.gradinarova@swift.systems.com,16-Mar-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Арсена|Градинарова|,1.0
25-Mar-2023 10:30:00,Saturday,March,2023,CRHANCHA,Cristal Chandler,ТРЕНИНГ НА ЖИВО,Камен Георгиев,На живо,,CRHANCHA|ТРЕНИНГ НА ЖИВО,3,,more then one session,,898512822,cristal.chandler@yahoo.co.uk,c.chandler@.com,07-Mar-2023,Тренинг на живо / Training in-person,|Cristal|Chandler|,
25-Mar-2023 14:00:00,Saturday,March,2023,AYESAMES,Aydemir Mesarov,NOVEX,Камен Георгиев,На живо,50.0,AYESAMES|NOVEX,9,3.0,more then one session,,882200011,ajdemir.mesarov@mail.bg,a.mesarov@novex.com,19-Mar-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Айдемир|Месаров|,1.0
25-Mar-2023 17:00:00,Saturday,March,2023,GEHUPCHU,Georgitsa Chupetlovska,SUNRISECORP,София Димитрова,Онлайн,40.0,GEHUPCHU|SUNRISECORP,3,,more then one session,,812200201,georgica.chupetlovska@yahoo.com,g.chupetlovska@sunrisecorp.com,21-Mar-2023,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,|Георгица|Чупетловска|,1.0
26-Mar-2023 14:00:00,Sunday,March,2023,SEARVPAR,Sevda Parvanova,SUNRISECORP,Камен Георгиев,На живо,40.0,SEARVPAR|SUNRISECORP,3,,more then one session,,811091551,sevda.parvanova@abv.bg,s.parvanova@sunrisecorp.com,10-Mar-2023,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,|Севда|Първанова|,1.0
27-Mar-2023 10:00:00,Monday,March,2023,KLATAKAT,Klara Katarova,NOVEX,Калина Петрова,Онлайн,50.0,KLATAKAT|NOVEX,8,5.0,more then one session,,359812210222,klara.katarova@abv.bg,k.katarova@novex.com,24-Mar-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Клара|Катърова|,1.0
27-Mar-2023 18:00:00,Monday,March,2023,NAARDHAR,Nash Harding,MODERNTECH,Калина Петрова,На живо,40.0,NAARDHAR|MODERNTECH,23,,more then one session,,359818132229,nash.harding@msn.com,n.harding@moderntech.com,20-Mar-2023,ModernTech: Тренинг за лидери на живо | Leadership training in person,|Nash|Harding|,1.0
27-Mar-2023 18:00:00,Monday,March,2023,MAROOAUR,Mauricio Brooks,NOVEX,София Димитрова,Онлайн,50.0,MAROOAUR|NOVEX,1,11.0,only one session,,818125925,mauricio.brooks@yandex.ru,mauricio.brooks@yandex.ru,21-Mar-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Mauricio|Brooks|,1.0
28-Mar-2023 08:30:00,Tuesday,March,2023,LYLIEILI,Lyanka Ilieva,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,LYLIEILI|SWIFT SYSTEMS,22,,more then one session,,885201535,lyanka.ilieva@yahoo.com,l.ilieva@swift.systems.com,27-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Лянка|Илиева|,1.0
28-Mar-2023 09:30:00,Tuesday,March,2023,SHOCHTOC,Shtedra Tocheva-Klopova,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,SHOCHTOC|SWIFT SYSTEMS,13,,more then one session,,882313532,shhedra.tocheva-klopova@yahoo.com,s.tocheva-klopova@swift.systems.com,06-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Щедра|Точева-Клопова|,1.0
28-Mar-2023 11:00:00,Tuesday,March,2023,AMOODHOO,Amirah Hood,MODERNTECH,Калина Петрова,На живо,40.0,AMOODHOO|MODERNTECH,4,,more then one session,,818523212,amirah.hood@yandex.ru,a.hood@moderntech.com,22-Mar-2023,ModernTech: Тренинг за лидери на живо | Leadership training in person,|Amirah|Hood|,1.0
28-Mar-2023 11:30:00,Tuesday,March,2023,TORADGRA,Totso Gradinarova,ZETRON,Виктория Христова,Онлайн,50.0,TORADGRA|ZETRON,1,,only one session,,885829252,toco.gradinarova@yahoo.com,t.gradinarova@zetron.com,24-Mar-2023,Zetron: Онлайн тренинг за лидери | Online leadership training,|Тоцо|Градинарова|,1.0
28-Mar-2023 17:30:00,Tuesday,March,2023,AGIKONIK,Aglen Nikolov,AGILE IDEAS,Калина Петрова,На живо,55.0,AGIKONIK|AGILE IDEAS,3,,more then one session,,882181103,aglen.nikolov@mail.bg,a.nikolov@agile.ideas.com,27-Mar-2023,Agile Ideas: Тренинг за лидери на живо | Leadership training in person,|Ъглен|Николов|,1.0
29-Mar-2023 09:00:00,Wednesday,March,2023,PAABRGAB,Pano Gabrovlieva,NOVEX,Веселин Стефанов,Онлайн,50.0,PAABRGAB|NOVEX,2,10.0,more then one session,,819510022,pano.gabrovlieva@abv.bg,p.gabrovlieva@novex.com,16-Mar-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Пано|Габровлиева|,1.0
29-Mar-2023 12:00:00,Wednesday,March,2023,YAOBEBOB,Yakim Bobev,SWIFT SYSTEMS,Георги Михайлов,Онлайн,50.0,YAOBEBOB|SWIFT SYSTEMS,13,,more then one session,,889132521,yakim.bobev@mail.bg,y.bobev@swift.systems.com,01-Mar-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Яким|Бобев|,1.0
29-Mar-2023 15:00:00,Wednesday,March,2023,DIELEBEL,Dinna Belezhkova,SUNRISECORP,Калина Петрова,Онлайн,40.0,DIELEBEL|SUNRISECORP,1,,only one session,,359885000223,dinna.belezhkova@gmail.com,d.belezhkova@sunrisecorp.com,27-Mar-2023,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,|Динна|Бележкова|,1.0
29-Mar-2023 15:00:00,Wednesday,March,2023,PERUSKRU,Petriyka Krushovska,SUNRISECORP,Валентинка Петкова,На живо,40.0,PERUSKRU|SUNRISECORP,3,,more then one session,,888998028,petrijka.krushovska@mail.bg,p.krushovska@sunrisecorp.com,28-Mar-2023,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,|Петрийка|Крушовска|,1.0
29-Mar-2023 16:00:00,Wednesday,March,2023,AVURTKUR,Avksentiy Kurtazhova,NOVEX,Валентинка Петкова,На живо,50.0,AVURTKUR|NOVEX,4,8.0,more then one session,,895129282,avksentij.kurtazhova@gmail.com,a.kurtazhova@novex.com,23-Mar-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Авксентий|Куртажова|,1.0
29-Mar-2023 16:00:00,Wednesday,March,2023,HRABRRIS,Hriso Gabrovlieva,SWIFT SYSTEMS,Веселин Стефанов,На живо,50.0,HRABRRIS|SWIFT SYSTEMS,15,,more then one session,"2,",889532182,xriso.gabrovlieva@mail.bg,,28-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Хрисо|Габровлиева|,1.0
29-Mar-2023 16:30:00,Wednesday,March,2023,ZANOGMNO,Zaharinka Mnogoznaeva,SWIFT SYSTEMS,Цветелина Петрова,На живо,50.0,ZANOGMNO|SWIFT SYSTEMS,24,,more then one session,,888102255,zaxarinka.mnogoznaeva@yahoo.com,z.mnogoznaeva@swift.systems.com,24-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Захаринка|Многознаева|,1.0
29-Mar-2023 17:00:00,Wednesday,March,2023,ZVIMOLIM,Zvezdislav Limonadov,MODERNTECH,Димитър Петров,На живо,40.0,ZVIMOLIM|MODERNTECH,15,,more then one session,,883328221,zvezdislav.limonadov@mail.bg,z.limonadov@moderntech.com,05-Mar-2023,ModernTech: Тренинг за лидери на живо | Leadership training in person,|Звездислав|Лимонадов|,1.0
29-Mar-2023 18:00:00,Wednesday,March,2023,ARRADGRA,Arsena Gradinarova,SWIFT SYSTEMS,Калина Петрова,Онлайн,50.0,ARRADGRA|SWIFT SYSTEMS,6,,more then one session,,892313110,arsena.gradinarova@yahoo.com,a.gradinarova@swift.systems.com,24-Mar-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Арсена|Градинарова|,1.0
30-Mar-2023 08:30:00,Thursday,March,2023,STUKUKUK,Stoimena Kukuryashkov,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,STUKUKUK|SWIFT SYSTEMS,21,,more then one session,,889133322,stoimena.kukuryashkov@abv.bg,s.kukuryashkov@swift.systems.com,28-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Стоимена|Кукуряшков|,1.0
30-Mar-2023 08:45:00,Thursday,March,2023,JAODGHOD,Jaiden Hodge,WISEWAY,Радослав Иванов,На живо,50.0,JAODGHOD|WISEWAY,5,,more then one session,,881112112,jaiden.hodge@yahoo.co.uk,j.hodge@wiseway.com,28-Mar-2023,WiseWay: Тренинг за лидери на живо | Leadership training in person,|Jaiden|Hodge|,1.0
30-Mar-2023 09:30:00,Thursday,March,2023,CHRIVHOR,Chora Krivoshapkova,SWIFT SYSTEMS,Виктория Христова,На живо,50.0,CHRIVHOR|SWIFT SYSTEMS,17,,more then one session,"2,",893552253,chora.krivoshapkova@gmail.com,,23-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Чора|Кривошапкова|,1.0
30-Mar-2023 09:30:00,Thursday,March,2023,DUELEBEL,Duda Belezhkova,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,DUELEBEL|SWIFT SYSTEMS,21,,more then one session,,885921292,duda.belezhkova@abv.bg,d.belezhkova@swift.systems.com,28-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Дуда|Бележкова|,1.0
30-Mar-2023 10:30:00,Thursday,March,2023,MIATEPAT,Mimoza Patechkova,NOVEX,Веселин Стефанов,Онлайн,50.0,MIATEPAT|NOVEX,37,-25.0,more then one session,"9,",883323212,mimoza.patechkova@gmail.com,m.patechkova@novex.com,16-Mar-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Мимоза|Пътечкова|,1.0
30-Mar-2023 11:30:00,Thursday,March,2023,ILENTMEN,Iliyan Menteshev,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,ILENTMEN|SWIFT SYSTEMS,16,,more then one session,,882112812,iliyan.menteshev@abv.bg,i.menteshev@swift.systems.com,06-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Илиян|Ментешев|,1.0
30-Mar-2023 13:00:00,Thursday,March,2023,HERUSKRU,Hektor Krushovska,SWIFT SYSTEMS,Цветелина Петрова,Онлайн,50.0,HERUSKRU|SWIFT SYSTEMS,26,,more then one session,,883528082,xektor.krushovska@mail.bg,x.krushovska@swift.systems.com,24-Mar-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Хектор|Крушовска|,1.0
30-Mar-2023 13:30:00,Thursday,March,2023,AYONRCON,Ayaan Conrad,SUNRISECORP,Николина Георгиева,Онлайн,40.0,AYONRCON|SUNRISECORP,1,,only one session,,898182235,ayaan.conrad@gmail.com,a.conrad@sunrisecorp.com,28-Feb-2023,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,|Ayaan|Conrad|,1.0
30-Mar-2023 16:00:00,Thursday,March,2023,GEARAPAR,Georgi Parashkevov,SWIFT SYSTEMS,Димитър Георгиев,Онлайн,50.0,GEARAPAR|SWIFT SYSTEMS,47,,more then one session,,888811192,georgi.parashkevov@mail.bg,g.parashkevov@swift.systems.com,23-Mar-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Георги|Парашкевов|,1.0
30-Mar-2023 18:00:00,Thursday,March,2023,GIONDPON,Giko Pondyov,SWIFT SYSTEMS,Димитър Петров,На живо,50.0,GIONDPON|SWIFT SYSTEMS,27,,more then one session,,892821911,giko.pondaov@abv.bg,g.pondaov@swift.systems.com,07-Mar-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Гико|Пондьов|,1.0
30-Mar-2023 19:00:00,Thursday,March,2023,MCBBOCKE,Mckenna Abbott,AGILE IDEAS,София Димитрова,Онлайн,55.0,MCBBOCKE|AGILE IDEAS,2,,more then one session,,883502982,mckenna.abbott@gmail.com,mckenna.abbott@gmail.com,29-Mar-2023,Agile Ideas: Онлайн тренинг за лидери | Online leadership training,|Mckenna|Abbott|,1.0
31-Mar-2023 12:00:00,Friday,March,2023,KLATAKAT,Klara Katarova,NOVEX,Калина Петрова,Онлайн,50.0,KLATAKAT|NOVEX,8,,more then one session,,359812210222,klara.katarova@abv.bg,k.katarova@novex.com,30-Mar-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Клара|Катърова|,1.0
