training_datetime,dayname,month,year,nickname,employee_names,company,trainer,short_type,bgn_per_hour,concat_emp_company,total_per_emp,trainings_left,returns_or_not,flags,phone,pvt_email,work_email,scheduled_date,type,emp_names_input,is_valid
23-Dec-2020 16:00:00,Wednesday,December,2020,PRHETRES,Presa Chetrafilski,NEXATECH,Иван Тодоров,Онлайн,40.0,PRHETRES|NEXATECH,1,,only one session,,,presa.chetrafilski@abv.bg,presa.chetrafilski@abv.bg,21-Dec-2020,NexaTech | Online leadership training | Онлайн тренинг за лидери,| Преса|Четрафилски |,1.0
05-Mar-2021 13:30:00,Friday,March,2021,LIANGMAN,Linda Mangafova,VORTEX,Иван Тодоров,Онлайн,40.0,LIANGMAN|VORTEX,6,,more then one session,,882223183,linda.mangafova@yahoo.com,l.mangafova@vortex.com,04-Mar-2021,Vortex | Online leadership training | Онлайн тренинг за лидери,|Линда|Мангъфова|,1.0
05-Mar-2021 15:00:00,Friday,March,2021,HOOYXROY,Houston Roy,NEXATECH,Александър Иванов,Онлайн,40.0,HOOYXROY|NEXATECH,2,,more then one session,"1,",359888138129,houston.roy@msn.com,h.roy@nexatech.com,04-Mar-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Houston|Roy|,1.0
05-Mar-2021 16:00:00,Friday,March,2021,TEEONLEO,Teresa Leon,BLUENOVA,,Онлайн,40.0,TEEONLEO|BLUENOVA,1,,only one session,,812331212,teresa.leon@yahoo.co.uk,t.leon@bluenova.com,28-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Teresa|Leon|,1.0
07-Mar-2021 11:00:00,Sunday,March,2021,YAHANCHA,Yarno Chantaliev,NEXATECH,София Димитрова,Онлайн,40.0,YAHANCHA|NEXATECH,3,,more then one session,,889292032,yarno.chantaliev@mail.bg,y.chantaliev@nexatech.com,05-Mar-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Ярно|Чанталиев|,1.0
08-Mar-2021 10:00:00,Monday,March,2021,FLRADGRA,Flaviya Gradinarova,BLUENOVA,Георги Стоянов,На живо,40.0,FLRADGRA|BLUENOVA,11,,more then one session,,888291252,flaviya.gradinarova@yahoo.com,f.gradinarova@bluenova.com,08-Feb-2021,BlueNova | Leadership training in person | Тренинг за лидери на живо,|Флавия|Градинарова|,1.0
08-Mar-2021 11:00:00,Monday,March,2021,HIANGMAN,Hitko Mangafova,BLUENOVA,Георги Стоянов,Онлайн,40.0,HIANGMAN|BLUENOVA,32,,more then one session,,883219221,xitko.mangafova@abv.bg,x.mangafova@bluenova.com,17-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Хитко|Мангъфова|,1.0
08-Mar-2021 16:00:00,Monday,March,2021,NOISCORA,Norah Fischer,BLUENOVA,Мария Георгиева,Онлайн,40.0,NOISCORA|BLUENOVA,7,,more then one session,"2,",359882112912,norah.fischer@gmail.com,,02-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Norah|Fischer|,1.0
08-Mar-2021 17:00:00,Monday,March,2021,VILANSLA,Vilislav Slaninkova,BLUENOVA,Александър Иванов,Онлайн,40.0,VILANSLA|BLUENOVA,17,,more then one session,,898159292,vilislav.slaninkova@yahoo.com,v.slaninkova@bluenova.com,05-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Вилислав|Сланинкова|,1.0
09-Mar-2021 15:00:00,Tuesday,March,2021,ALENTBEN,Alessandra Bentley,BLUENOVA,Димитър Петров,Онлайн,40.0,ALENTBEN|BLUENOVA,20,,more then one session,,883322211,alessandra.bentley@yandex.ru,a.bentley@bluenova.com,19-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Alessandra|Bentley|,1.0
09-Mar-2021 17:00:00,Tuesday,March,2021,NEVANIVA,Neshka Ivanov,BLUENOVA,Димитър Петров,Онлайн,40.0,NEVANIVA|BLUENOVA,16,,more then one session,,882808082,neshka.ivanov@yahoo.com,n.ivanov@bluenova.com,23-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Нешка|Иванов|,1.0
09-Mar-2021 18:00:00,Tuesday,March,2021,NARANAST,Nastimir Prandachka,VORTEX,Мария Георгиева,Онлайн,40.0,NARANAST|VORTEX,16,,more then one session,"2,",885210310,nastimir.prandachka@gmail.com,,03-Mar-2021,Vortex | Online leadership training | Онлайн тренинг за лидери,|Настимир|Пръндачка|,1.0
10-Mar-2021 10:00:00,Wednesday,March,2021,OMELEKEL,Omar Keleshev,NEXATECH,,Онлайн,40.0,OMELEKEL|NEXATECH,1,,only one session,,892205018,omar.keleshev@gmail.com,o.keleshev@nexatech.com,26-Feb-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Омар|Келешев|,1.0
10-Mar-2021 12:00:00,Wednesday,March,2021,ALASSBAS,Alonso Bass,BLUENOVA,,Онлайн,40.0,ALASSBAS|BLUENOVA,25,,more then one session,,359892983221,alonso.bass@gmail.com,a.bass@bluenova.com,05-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Alonso|Bass|,1.0
10-Mar-2021 12:30:00,Wednesday,March,2021,ZOHKEORK,Zorka Shkembova,BLUENOVA,Георги Стоянов,Онлайн,40.0,ZOHKEORK|BLUENOVA,47,,more then one session,"2,",893210120,zorka.shkembova@gmail.com,,02-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Зорка|Шкембова|,1.0
10-Mar-2021 15:30:00,Wednesday,March,2021,KAOKOKOK,Kaunka Kokoshkova,NEXATECH,Димитър Петров,Онлайн,40.0,KAOKOKOK|NEXATECH,3,,more then one session,,885002229,kaunka.kokoshkova@mail.bg,k.kokoshkova@nexatech.com,26-Feb-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Каунка|Кокошкова|,1.0
10-Mar-2021 17:00:00,Wednesday,March,2021,SHHTASHH,Shamo Shtarbov,BLUENOVA,Димитър Петров,Онлайн,40.0,SHHTASHH|BLUENOVA,9,,more then one session,,818182591,shamo.shharbov@gmail.com,s.shharbov@bluenova.com,01-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Шамо|Щърбов|,1.0
10-Mar-2021 17:00:00,Wednesday,March,2021,YOERAMER,Yoan Merakov,BLUENOVA,,Онлайн,40.0,YOERAMER|BLUENOVA,3,,more then one session,,883203059,joan.merakov@gmail.com,j.merakov@bluenova.com,03-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Йоан|Мераков|,1.0
10-Mar-2021 17:30:00,Wednesday,March,2021,TSHUPARE,Tsarevna Chupetlovska,BLUENOVA,Георги Стоянов,Онлайн,40.0,TSHUPARE|BLUENOVA,55,,more then one session,,359891202,carevna.chupetlovska@gmail.com,carevna.chupetlovska@gmail.com,10-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Царевна|Чупетловска|,1.0
10-Mar-2021 18:00:00,Wednesday,March,2021,RERTEEXO,Rex Ortega,BLUENOVA,Мария Георгиева,Онлайн,40.0,RERTEEXO|BLUENOVA,79,,more then one session,"2,",899225322,rex.ortega@yandex.ru,,24-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Rex|Ortega|,1.0
10-Mar-2021 18:30:00,Wednesday,March,2021,COALDCAL,Coleman Calderon,BLUENOVA,Георги Стоянов,Онлайн,40.0,COALDCAL|BLUENOVA,3,,more then one session,,359899522008,coleman.calderon@yandex.ru,c.calderon@bluenova.com,06-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Coleman|Calderon|,1.0
10-Mar-2021 19:00:00,Wednesday,March,2021,CHSANOSA,Charlie Osantana,BLUENOVA,Мария Георгиева,На живо,40.0,CHSANOSA|BLUENOVA,11,,more then one session,,889238292,charlie.osantana@msn.com,c.osantana@bluenova.com,18-Jan-2021,BlueNova | Leadership training in person | Тренинг за лидери на живо,|Charlie|OSantana|,1.0
11-Mar-2021 12:00:00,Thursday,March,2021,ANEYEMEY,Ansley Meyer,BLUENOVA,Радослава Димитрова,Онлайн,40.0,ANEYEMEY|BLUENOVA,8,,more then one session,,891239901,ansley.meyer@gmail.com,a.meyer@bluenova.com,07-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Ansley|Meyer|,1.0
11-Mar-2021 15:00:00,Thursday,March,2021,PAARAKAR,Pandelis Karakashev,BLUENOVA,Димитър Петров,Онлайн,40.0,PAARAKAR|BLUENOVA,67,,more then one session,,883331511,pandelis.karakashev@yahoo.com,p.karakashev@bluenova.com,08-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Панделис|Каракашев|,1.0
11-Mar-2021 18:30:00,Thursday,March,2021,YAHANCHA,Yarno Chantaliev,NEXATECH,София Димитрова,Онлайн,40.0,YAHANCHA|NEXATECH,3,,more then one session,,889292032,yarno.chantaliev@mail.bg,y.chantaliev@nexatech.com,05-Mar-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Ярно|Чанталиев|,1.0
12-Mar-2021 11:30:00,Friday,March,2021,MEOCHELA,Melaniya Tocheva-Klopova,NEXATECH,Димитър Петров,Онлайн,40.0,MEOCHELA|NEXATECH,4,,more then one session,,899982023,melaniya.tocheva-klopova@abv.bg,melaniya.tocheva-klopova@abv.bg,26-Feb-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Мелания|Точева-Клопова|,1.0
12-Mar-2021 12:00:00,Friday,March,2021,TAREEGRE,Taylor Greer,VORTEX,Александър Иванов,На живо,40.0,TAREEGRE|VORTEX,21,,more then one session,,359891819980,taylor.greer@msn.com,t.greer@vortex.com,08-Mar-2021,Vortex | Leadership training in person | Тренинг за лидери на живо,|Taylor|Greer|,1.0
15-Mar-2021 10:00:00,Monday,March,2021,EMOWEMIL,Emilia Lowe,BLUENOVA,Георги Стоянов,На живо,40.0,EMOWEMIL|BLUENOVA,1,,only one session,,359893050318,emilia.lowe@msn.com,emilia.lowe@msn.com,11-Feb-2021,BlueNova | Leadership training in person | Тренинг за лидери на живо,|Emilia|Lowe|,1.0
15-Mar-2021 11:30:00,Monday,March,2021,ESURHBUR,Estela Burhanlarski,NEXATECH,,Онлайн,40.0,ESURHBUR|NEXATECH,2,,more then one session,,359889909122,estela.burxanlarski@yahoo.com,e.burxanlarski@nexatech.com,10-Mar-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Естела|Бурханларски|,1.0
15-Mar-2021 12:30:00,Monday,March,2021,VILANSLA,Vilislav Slaninkova,BLUENOVA,Александър Иванов,Онлайн,40.0,VILANSLA|BLUENOVA,17,,more then one session,,898159292,vilislav.slaninkova@yahoo.com,v.slaninkova@bluenova.com,08-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Вилислав|Сланинкова|,1.0
15-Mar-2021 13:30:00,Monday,March,2021,KAOKOKOK,Kaunka Kokoshkova,NEXATECH,Димитър Петров,Онлайн,40.0,KAOKOKOK|NEXATECH,3,,more then one session,,885002229,kaunka.kokoshkova@mail.bg,k.kokoshkova@nexatech.com,13-Mar-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Каунка|Кокошкова|,1.0
15-Mar-2021 14:00:00,Monday,March,2021,FIRADGRA,Findo Gradinarova,BLUENOVA,Жана Иванова,Онлайн,40.0,FIRADGRA|BLUENOVA,15,,more then one session,,882252233,findo.gradinarova@gmail.com,f.gradinarova@bluenova.com,22-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Финдо|Градинарова|,1.0
15-Mar-2021 15:00:00,Monday,March,2021,KRORIKOR,Krastanka Koritarova,BLUENOVA,Димитър Петров,Онлайн,40.0,KRORIKOR|BLUENOVA,42,,more then one session,,885881182,krastanka.koritarova@abv.bg,k.koritarova@bluenova.com,05-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Кръстанка|Коритарова|,1.0
15-Mar-2021 16:00:00,Monday,March,2021,KIAMPVAM,Kiryaki Vampirska,NEXATECH,Димитър Петров,Онлайн,40.0,KIAMPVAM|NEXATECH,2,,more then one session,,882833928,hello@test.jp,k.vampirska@nexatech.com,10-Feb-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Киряки|Вампирска|,1.0
15-Mar-2021 17:00:00,Monday,March,2021,CHICKDIC,Cherish Dickerson,VORTEX,Жана Иванова,На живо,40.0,CHICKDIC|VORTEX,1,,only one session,,359898201323,cherish.dickerson@yahoo.co.uk,c.dickerson@vortex.com,23-Feb-2021,Vortex | Leadership training in person | Тренинг за лидери на живо,|Cherish|Dickerson|,1.0
15-Mar-2021 17:00:00,Monday,March,2021,SHHTASHH,Shamo Shtarbov,BLUENOVA,Димитър Петров,Онлайн,40.0,SHHTASHH|BLUENOVA,9,,more then one session,,818182591,shamo.shharbov@gmail.com,s.shharbov@bluenova.com,11-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Шамо|Щърбов|,1.0
15-Mar-2021 18:00:00,Monday,March,2021,MEIMEESA,Mesak Simeonov,VORTEX,Жана Иванова,Онлайн,40.0,MEIMEESA|VORTEX,1,,only one session,,882583992,mesak.simeonov@gmail.com,mesak.simeonov@gmail.com,23-Feb-2021,Vortex | Online leadership training | Онлайн тренинг за лидери,|Месак|Симеонов|,1.0
16-Mar-2021 12:00:00,Tuesday,March,2021,ZOHKEORK,Zorka Shkembova,BLUENOVA,Георги Стоянов,Онлайн,40.0,ZOHKEORK|BLUENOVA,47,,more then one session,"2,",893210120,zorka.shkembova@gmail.com,,02-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Зорка|Шкембова|,1.0
16-Mar-2021 15:00:00,Tuesday,March,2021,ALENTBEN,Alessandra Bentley,BLUENOVA,Димитър Петров,Онлайн,40.0,ALENTBEN|BLUENOVA,20,,more then one session,,883322211,alessandra.bentley@yandex.ru,a.bentley@bluenova.com,19-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Alessandra|Bentley|,1.0
16-Mar-2021 17:00:00,Tuesday,March,2021,NEVANIVA,Neshka Ivanov,BLUENOVA,Димитър Петров,Онлайн,40.0,NEVANIVA|BLUENOVA,16,,more then one session,,882808082,neshka.ivanov@yahoo.com,n.ivanov@bluenova.com,23-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Нешка|Иванов|,1.0
16-Mar-2021 17:00:00,Tuesday,March,2021,RERTEEXO,Rex Ortega,BLUENOVA,Мария Георгиева,Онлайн,40.0,RERTEEXO|BLUENOVA,79,,more then one session,"2,",899225322,rex.ortega@yandex.ru,,02-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Rex|Ortega|,1.0
17-Mar-2021 12:00:00,Wednesday,March,2021,TSHUPARE,Tsarevna Chupetlovska,BLUENOVA,Георги Стоянов,Онлайн,40.0,TSHUPARE|BLUENOVA,55,,more then one session,,359891202,carevna.chupetlovska@gmail.com,carevna.chupetlovska@gmail.com,10-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Царевна|Чупетловска|,1.0
17-Mar-2021 12:00:00,Wednesday,March,2021,KIORIKOR,Kis Koritarova,BLUENOVA,,Онлайн,40.0,KIORIKOR|BLUENOVA,4,,more then one session,,882228908,kis.koritarova@yahoo.com,k.koritarova@bluenova.com,11-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Кис|Коритарова|,1.0
17-Mar-2021 12:00:00,Wednesday,March,2021,TAREEGRE,Taylor Greer,VORTEX,Александър Иванов,На живо,40.0,TAREEGRE|VORTEX,21,,more then one session,,359891819980,taylor.greer@msn.com,t.greer@vortex.com,12-Mar-2021,Vortex | Leadership training in person | Тренинг за лидери на живо,|Taylor|Greer|,1.0
17-Mar-2021 13:00:00,Wednesday,March,2021,HIANGMAN,Hitko Mangafova,BLUENOVA,Георги Стоянов,Онлайн,40.0,HIANGMAN|BLUENOVA,32,,more then one session,,883219221,xitko.mangafova@abv.bg,x.mangafova@bluenova.com,17-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Хитко|Мангъфова|,1.0
17-Mar-2021 15:00:00,Wednesday,March,2021,ANEYEMEY,Ansley Meyer,BLUENOVA,Радослава Димитрова,Онлайн,40.0,ANEYEMEY|BLUENOVA,8,,more then one session,,891239901,ansley.meyer@gmail.com,a.meyer@bluenova.com,12-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Ansley|Meyer|,1.0
17-Mar-2021 16:00:00,Wednesday,March,2021,HOOYXROY,Houston Roy,NEXATECH,Александър Иванов,Онлайн,40.0,HOOYXROY|NEXATECH,2,,more then one session,"1,",359888138129,houston.roy@msn.com,h.roy@nexatech.com,12-Mar-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Houston|Roy|,1.0
17-Mar-2021 18:00:00,Wednesday,March,2021,NARANAST,Nastimir Prandachka,VORTEX,Мария Георгиева,Онлайн,40.0,NARANAST|VORTEX,16,,more then one session,"2,",885210310,nastimir.prandachka@gmail.com,,10-Mar-2021,Vortex | Online leadership training | Онлайн тренинг за лидери,|Настимир|Пръндачка|,1.0
17-Mar-2021 18:30:00,Wednesday,March,2021,COALDCAL,Coleman Calderon,BLUENOVA,Георги Стоянов,Онлайн,40.0,COALDCAL|BLUENOVA,3,,more then one session,,359899522008,coleman.calderon@yandex.ru,c.calderon@bluenova.com,06-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Coleman|Calderon|,1.0
17-Mar-2021 18:30:00,Wednesday,March,2021,KAIKONIK,Karina Nikolov,VORTEX,София Димитрова,Онлайн,40.0,KAIKONIK|VORTEX,1,,only one session,,899105521,karina.nikolov@mail.bg,k.nikolov@vortex.com,15-Mar-2021,Vortex | Online leadership training | Онлайн тренинг за лидери,|Карина|Николов|,1.0
17-Mar-2021 19:00:00,Wednesday,March,2021,CHSANOSA,Charlie Osantana,BLUENOVA,Мария Георгиева,На живо,40.0,CHSANOSA|BLUENOVA,11,,more then one session,,889238292,charlie.osantana@msn.com,c.osantana@bluenova.com,18-Jan-2021,BlueNova | Leadership training in person | Тренинг за лидери на живо,|Charlie|OSantana|,1.0
17-Mar-2021 19:30:00,Wednesday,March,2021,DIABRILM,Dilmana Gabrovlieva,NEXATECH,Жана Иванова,Онлайн,40.0,DIABRILM|NEXATECH,1,,only one session,"2,",882833928,dilmana.gabrovlieva@gmail.com,,26-Feb-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Дилмана|Габровлиева|,1.0
18-Mar-2021 11:00:00,Thursday,March,2021,ESURHBUR,Estela Burhanlarski,NEXATECH,,Онлайн,40.0,ESURHBUR|NEXATECH,2,,more then one session,,359889909122,estela.burxanlarski@yahoo.com,e.burxanlarski@nexatech.com,15-Mar-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Естела|Бурханларски|,1.0
18-Mar-2021 13:00:00,Thursday,March,2021,ASRAZVRA,Aselina Vrazhalski,BLUENOVA,Александър Иванов,Онлайн,40.0,ASRAZVRA|BLUENOVA,15,,more then one session,,818118222,aselina.vrazhalski@abv.bg,a.vrazhalski@bluenova.com,15-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Аселина|Вражалски|,1.0
18-Mar-2021 13:30:00,Thursday,March,2021,FLRADGRA,Flaviya Gradinarova,BLUENOVA,Георги Стоянов,На живо,40.0,FLRADGRA|BLUENOVA,11,,more then one session,,888291252,flaviya.gradinarova@yahoo.com,f.gradinarova@bluenova.com,08-Feb-2021,BlueNova | Leadership training in person | Тренинг за лидери на живо,|Флавия|Градинарова|,1.0
18-Mar-2021 15:00:00,Thursday,March,2021,PAARAKAR,Pandelis Karakashev,BLUENOVA,Димитър Петров,На живо,40.0,PAARAKAR|BLUENOVA,67,,more then one session,,883331511,pandelis.karakashev@yahoo.com,p.karakashev@bluenova.com,01-Mar-2021,BlueNova | Leadership training in person | Тренинг за лидери на живо,|Панделис|Каракашев|,1.0
19-Mar-2021 11:00:00,Friday,March,2021,KAOKOKOK,Kaunka Kokoshkova,NEXATECH,Димитър Петров,Онлайн,40.0,KAOKOKOK|NEXATECH,3,,more then one session,,885002229,kaunka.kokoshkova@mail.bg,k.kokoshkova@nexatech.com,13-Mar-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Каунка|Кокошкова|,1.0
19-Mar-2021 12:00:00,Friday,March,2021,MEOCHELA,Melaniya Tocheva-Klopova,NEXATECH,Димитър Петров,Онлайн,40.0,MEOCHELA|NEXATECH,4,,more then one session,,899982023,melaniya.tocheva-klopova@abv.bg,melaniya.tocheva-klopova@abv.bg,26-Feb-2021,NexaTech | Online leadership training | Онлайн тренинг за лидери,|Мелания|Точева-Клопова|,1.0
19-Mar-2021 13:00:00,Friday,March,2021,JUUNTHUN,Judith Hunter,VORTEX,Жана Иванова,Онлайн,40.0,JUUNTHUN|VORTEX,6,,more then one session,,359888805225,judith.hunter@yandex.ru,j.hunter@vortex.com,16-Mar-2021,Vortex | Online leadership training | Онлайн тренинг за лидери,|Judith|Hunter|,1.0
19-Mar-2021 13:00:00,Friday,March,2021,MOARRHAR,Morgan Harrell,VORTEX,Александър Иванов,На живо,40.0,MOARRHAR|VORTEX,3,,more then one session,,898229925,morgan.harrell@yahoo.co.uk,m.harrell@vortex.com,16-Mar-2021,Vortex | Leadership training in person | Тренинг за лидери на живо,|Morgan|Harrell|,1.0
19-Mar-2021 17:00:00,Friday,March,2021,NOORIKOR,Nona Koritarova,VORTEX,Веселин Стефанов,Онлайн,40.0,NOORIKOR|VORTEX,4,,more then one session,,818113319,nona.koritarova@abv.bg,n.koritarova@vortex.com,11-Mar-2021,Vortex | Online leadership training | Онлайн тренинг за лидери,|Нона|Коритарова|,1.0
22-Mar-2021 12:00:00,Monday,March,2021,ALASSBAS,Alonso Bass,BLUENOVA,,Онлайн,40.0,ALASSBAS|BLUENOVA,25,,more then one session,,359892983221,alonso.bass@gmail.com,a.bass@bluenova.com,15-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Alonso|Bass|,1.0
22-Mar-2021 15:00:00,Monday,March,2021,KRORIKOR,Krastanka Koritarova,BLUENOVA,Димитър Петров,Онлайн,40.0,KRORIKOR|BLUENOVA,42,,more then one session,,885881182,krastanka.koritarova@abv.bg,k.koritarova@bluenova.com,10-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Кръстанка|Коритарова|,1.0
22-Mar-2021 16:00:00,Monday,March,2021,NOISCORA,Norah Fischer,BLUENOVA,Мария Георгиева,Онлайн,40.0,NOISCORA|BLUENOVA,7,,more then one session,"2,",359882112912,norah.fischer@gmail.com,,10-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Norah|Fischer|,1.0
22-Mar-2021 18:00:00,Monday,March,2021,NARANAST,Nastimir Prandachka,VORTEX,Мария Георгиева,Онлайн,40.0,NARANAST|VORTEX,16,,more then one session,"2,",885210310,nastimir.prandachka@gmail.com,,18-Mar-2021,Vortex | Online leadership training | Онлайн тренинг за лидери,|Настимир|Пръндачка|,1.0
22-Mar-2021 19:00:00,Monday,March,2021,RERTEEXO,Rex Ortega,BLUENOVA,Мария Георгиева,На живо,40.0,RERTEEXO|BLUENOVA,79,,more then one session,"2,",899225322,rex.ortega@yandex.ru,,10-Mar-2021,BlueNova | Leadership training in person | Тренинг за лидери на живо,|Rex|Ortega|,1.0
23-Mar-2021 11:00:00,Tuesday,March,2021,VILANSLA,Vilislav Slaninkova,BLUENOVA,Александър Иванов,Онлайн,40.0,VILANSLA|BLUENOVA,17,,more then one session,,898159292,vilislav.slaninkova@yahoo.com,v.slaninkova@bluenova.com,15-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Вилислав|Сланинкова|,1.0
23-Mar-2021 15:00:00,Tuesday,March,2021,ALENTBEN,Alessandra Bentley,BLUENOVA,Димитър Петров,Онлайн,40.0,ALENTBEN|BLUENOVA,20,,more then one session,,883322211,alessandra.bentley@yandex.ru,a.bentley@bluenova.com,19-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Alessandra|Bentley|,1.0
23-Mar-2021 16:00:00,Tuesday,March,2021,SHHTASHH,Shamo Shtarbov,BLUENOVA,Димитър Петров,Онлайн,40.0,SHHTASHH|BLUENOVA,9,,more then one session,,818182591,shamo.shharbov@gmail.com,s.shharbov@bluenova.com,18-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Шамо|Щърбов|,1.0
23-Mar-2021 17:00:00,Tuesday,March,2021,NEVANIVA,Neshka Ivanov,BLUENOVA,Димитър Петров,Онлайн,40.0,NEVANIVA|BLUENOVA,16,,more then one session,,882808082,neshka.ivanov@yahoo.com,n.ivanov@bluenova.com,23-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Нешка|Иванов|,1.0
23-Mar-2021 19:00:00,Tuesday,March,2021,CAYERASS,Cassius Ayers,VORTEX,Мария Георгиева,На живо,40.0,CAYERASS|VORTEX,6,,more then one session,"2,",359898382823,cassius.ayers@msn.com,,24-Feb-2021,Vortex | Leadership training in person | Тренинг за лидери на живо,|Cassius|Ayers|,1.0
24-Mar-2021 10:00:00,Wednesday,March,2021,TAARDHAR,Tanya Hardy,BLUENOVA,Георги Стоянов,Онлайн,40.0,TAARDHAR|BLUENOVA,4,,more then one session,,881853522,tanya.hardy@msn.com,t.hardy@bluenova.com,09-Mar-2021,BlueNova: Online leadership training | Онлайн тренинг за лидери,|Tanya|Hardy|,1.0
24-Mar-2021 12:30:00,Wednesday,March,2021,KIORIISK,Kis Koritarova,BLUENOVA,,Онлайн,40.0,KIORIISK|BLUENOVA,74,,more then one session,,882228908,kis.koritarova@yahoo.com,kis.koritarova@yahoo.com,17-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Кис|Коритарова|,1.0
24-Mar-2021 13:00:00,Wednesday,March,2021,ZOHKESHK,Zorka Shkembova,BLUENOVA,Георги Стоянов,Онлайн,40.0,ZOHKESHK|BLUENOVA,6,,more then one session,,893210120,zorka.shkembova@gmail.com,z.shkembova@bluenova.com,25-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Зорка|Шкембова|,1.0
24-Mar-2021 14:00:00,Wednesday,March,2021,HIANGMAN,Hitko Mangafova,BLUENOVA,Георги Стоянов,Онлайн,40.0,HIANGMAN|BLUENOVA,32,,more then one session,,883219221,xitko.mangafova@abv.bg,x.mangafova@bluenova.com,17-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Хитко|Мангъфова|,1.0
24-Mar-2021 14:00:00,Wednesday,March,2021,ANEYEMEY,Ansley Meyer,BLUENOVA,Радослава Димитрова,Онлайн,40.0,ANEYEMEY|BLUENOVA,8,,more then one session,,891239901,ansley.meyer@gmail.com,a.meyer@bluenova.com,23-Mar-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Ansley|Meyer|,1.0
24-Mar-2021 16:30:00,Wednesday,March,2021,MIUXXYUB,Micah Yu,BLUENOVA,Георги Стоянов,Онлайн,40.0,MIUXXYUB|BLUENOVA,9,,more then one session,"1,",883522500,micah.yu@yahoo.co.uk,m.yu@bluenova.com,25-Feb-2021,BlueNova: Online leadership training | Онлайн тренинг за лидери,|Micah|Yu|,1.0
24-Mar-2021 17:30:00,Wednesday,March,2021,LEONTMON,Lea Montes,BLUENOVA,Георги Стоянов,Онлайн,40.0,LEONTMON|BLUENOVA,11,,more then one session,,359898211318,lea.montes@yandex.ru,l.montes@bluenova.com,24-Feb-2021,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Lea|Montes|,1.0
